,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,3,20
1,05:00:01-06:00:00,2,9
2,06:00:01-07:00:00,5,43
3,07:00:01-08:00:00,5,59
4,08:00:01-09:00:00,6,59
5,09:00:01-10:00:00,3,54
6,10:00:01-11:00:00,4,35
7,11:00:01-12:00:00,1,11
8,12:00:01-13:00:00,3,34
9,13:00:01-14:00:00,1,23
10,14:00:01-15:00:00,3,33
11,15:00:01-16:00:00,2,17
12,16:00:01-17:00:00,3,32
13,17:00:01-18:00:00,3,92
14,18:00:01-19:00:00,1,44
15,19:00:01-20:00:00,3,19
16,20:00:01-21:00:00,4,40
17,21:00:01-22:00:00,3,9
18,22:00:01-23:00:00,2,3
19,23:00:01-24:00:00,0,0
