,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,5
1,05:00:01-06:00:00,0,0
2,06:00:01-07:00:00,2,43
3,07:00:01-08:00:00,1,117
4,08:00:01-09:00:00,4,201
5,09:00:01-10:00:00,1,354
6,10:00:01-11:00:00,1,200
7,11:00:01-12:00:00,7,81
8,12:00:01-13:00:00,6,133
9,13:00:01-14:00:00,2,150
10,14:00:01-15:00:00,3,187
11,15:00:01-16:00:00,1,117
12,16:00:01-17:00:00,1,62
13,17:00:01-18:00:00,1,122
14,18:00:01-19:00:00,2,93
15,19:00:01-20:00:00,1,118
16,20:00:01-21:00:00,1,48
17,21:00:01-22:00:00,2,62
18,22:00:01-23:00:00,3,94
19,23:00:01-24:00:00,1,40
