,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,6,15
2,06:00:01-07:00:00,3,164
3,07:00:01-08:00:00,6,169
4,08:00:01-09:00:00,7,328
5,09:00:01-10:00:00,5,320
6,10:00:01-11:00:00,5,143
7,11:00:01-12:00:00,4,251
8,12:00:01-13:00:00,4,150
9,13:00:01-14:00:00,3,176
10,14:00:01-15:00:00,3,94
11,15:00:01-16:00:00,2,48
12,16:00:01-17:00:00,2,56
13,17:00:01-18:00:00,2,73
14,18:00:01-19:00:00,5,127
15,19:00:01-20:00:00,3,140
16,20:00:01-21:00:00,2,121
17,21:00:01-22:00:00,3,151
18,22:00:01-23:00:00,1,17
19,23:00:01-24:00:00,,
