,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,3,7
2,06:00:01-07:00:00,1,80
3,07:00:01-08:00:00,2,49
4,08:00:01-09:00:00,2,272
5,09:00:01-10:00:00,3,185
6,10:00:01-11:00:00,2,96
7,11:00:01-12:00:00,1,103
8,12:00:01-13:00:00,3,50
9,13:00:01-14:00:00,2,111
10,14:00:01-15:00:00,6,71
11,15:00:01-16:00:00,2,118
12,16:00:01-17:00:00,2,63
13,17:00:01-18:00:00,1,106
14,18:00:01-19:00:00,3,206
15,19:00:01-20:00:00,1,158
16,20:00:01-21:00:00,1,227
17,21:00:01-22:00:00,1,88
18,22:00:01-23:00:00,1,12
19,23:00:01-24:00:00,,
